customer_id,first_name,last_name,date_of_birth,age,region,employment_status,employment_length_yrs,annual_income,risk_band,credit_score,num_prev_defaults,created_date
CUST006890,Barbara,Skinner,1963-03-20,63,Edinburgh,Employed,1.2,21600.0,Near-Prime,738,3,2024-03-12
CUST006891,Jordan,Patterson,1973-08-10,52,Sheffield,Employed,14.8,27100.0,Sub-Prime,606,3,2023-10-28
CUST006892,Barry,Boyle,1970-03-27,55,Edinburgh,Self-Employed,3.4,24900.0,Sub-Prime,592,2,2024-10-10
CUST006893,Jill,Martin,1978-11-06,47,Manchester,Employed,0.9,22300.0,Sub-Prime,607,0,2024-01-13
CUST006894,Diana,Martin,1957-10-11,68,Sheffield,Employed,0.5,56900.0,Near-Prime,717,0,2023-06-10
CUST006895,Lorraine,Morgan,1967-05-07,58,Leeds,Self-Employed,0.6,46400.0,Prime,832,0,2023-09-15
CUST006896,Helen,Marshall,1985-07-24,40,Birmingham,Employed,6.3,67500.0,Prime,812,0,2023-07-11
CUST006897,Malcolm,Lloyd,1994-04-06,31,Manchester,Employed,7.1,59300.0,Near-Prime,746,0,2024-04-01
CUST006898,Leanne,Lee,1982-07-10,43,Edinburgh,Employed,7.2,18600.0,Prime,770,0,2024-08-01
CUST006899,Jane,Wheeler,1956-09-21,69,Bristol,Employed,2.0,29100.0,Prime,763,2,2024-12-14
CUST006900,Marcus,Lewis,1955-03-26,70,Cardiff,Contractor,7.2,44000.0,Prime,795,0,2025-12-25
CUST006901,Lisa,Wright,1988-10-15,37,Bristol,Employed,6.8,72400.0,Near-Prime,698,3,2022-12-30
CUST006902,Kevin,Faulkner,1965-03-06,61,Leeds,Employed,4.5,22400.0,Deep Sub-Prime,536,2,2025-04-26
CUST006903,Damian,Smith,1978-05-23,47,Birmingham,Employed,2.4,56900.0,Prime,802,3,2023-06-23
CUST006904,Joyce,Whittaker,1954-11-27,71,Cardiff,Employed,6.0,39200.0,Near-Prime,695,0,2025-07-19
CUST006905,Jacob,Jones,1994-04-12,31,Birmingham,Employed,13.7,31100.0,Sub-Prime,659,2,2024-06-16
CUST006906,Jake,Andrews,1981-08-18,44,Manchester,Employed,0.0,18200.0,Sub-Prime,602,0,2023-05-24
CUST006907,Barbara,Mahmood,1993-09-30,32,Manchester,Employed,7.1,76200.0,Sub-Prime,607,0,2023-02-04
CUST006908,Terry,Lucas,1953-10-11,72,Birmingham,Contractor,0.8,35100.0,Sub-Prime,615,0,2024-10-16
CUST006909,Danny,Ali,2003-05-22,22,London,Contractor,9.6,23400.0,Prime,806,0,2022-03-31
CUST006910,Elaine,Knight,2003-04-24,22,Birmingham,Employed,3.7,49300.0,Deep Sub-Prime,415,0,2025-10-01
CUST006911,Dawn,Ellis,1984-09-16,41,Glasgow,Employed,1.9,123100.0,Near-Prime,691,0,2023-06-19
CUST006912,Sam,Williams,1970-07-05,55,London,Employed,4.1,37700.0,Prime,773,0,2022-04-30
CUST006913,Geraldine,Taylor,1993-02-06,33,Cardiff,Employed,1.0,57600.0,Prime,839,1,2023-01-10
CUST006914,Garry,Kennedy,1989-01-13,37,Edinburgh,Employed,0.0,29700.0,Near-Prime,737,0,2022-10-09
CUST006915,Rhys,Taylor,1985-08-17,40,Sheffield,Employed,11.6,62700.0,Near-Prime,707,0,2025-03-10
CUST006916,Caroline,Briggs,1962-01-15,64,Edinburgh,Employed,0.8,29400.0,Near-Prime,721,0,2022-10-08
CUST006917,Diana,Noble,1957-03-27,68,Birmingham,Employed,4.2,30200.0,Near-Prime,718,0,2024-09-26
CUST006918,Hayley,Webb,1963-03-13,63,Manchester,Self-Employed,1.5,29500.0,Near-Prime,735,1,2025-03-29
CUST006919,Gillian,Burke,1958-04-13,67,Leeds,Employed,8.8,32600.0,Prime,790,0,2024-10-08
CUST006920,Rachel,Jenkins,1986-07-12,39,Manchester,Self-Employed,3.2,18100.0,Prime,779,0,2024-02-04
CUST006921,Mary,O'Brien,1960-06-06,65,Sheffield,Self-Employed,0.4,60000.0,Sub-Prime,598,0,2025-04-25
CUST006922,Charles,Richards,1973-03-21,52,London,Self-Employed,0.5,28000.0,Near-Prime,709,1,2024-04-23
CUST006923,Geoffrey,Barber,1978-06-27,47,Sheffield,Employed,4.9,44900.0,Prime,837,0,2025-07-24
CUST006924,Sophie,Mellor,1990-10-10,35,Birmingham,Self-Employed,0.4,32100.0,Sub-Prime,604,0,2022-12-28
CUST006925,Karen,Jarvis,1955-05-19,70,Bristol,Employed,4.9,20800.0,Prime,813,0,2022-06-10
CUST006926,Rosemary,Bailey,1982-02-01,44,Bristol,Self-Employed,4.3,16700.0,Prime,794,0,2024-06-27
CUST006927,Christian,Day,1965-05-15,60,Birmingham,Self-Employed,1.8,44900.0,Near-Prime,680,0,2022-10-07
CUST006928,Amy,Turner,2004-01-01,22,Birmingham,Employed,1.1,26200.0,Sub-Prime,628,3,2024-06-02
CUST006929,Stephen,Green,1990-07-30,35,Birmingham,Employed,1.8,64400.0,Sub-Prime,587,0,2025-10-15
CUST006930,Jeffrey,Davies,1971-04-15,54,London,Employed,0.5,23700.0,Sub-Prime,619,1,2023-02-22
CUST006931,Martin,Long,1986-11-22,39,Edinburgh,Contractor,3.8,44200.0,Prime,788,0,2024-04-28
CUST006932,Steven,Price,1954-11-24,71,Birmingham,Employed,0.2,12300.0,Sub-Prime,661,0,2025-10-04
CUST006933,Jack,Woodward,2004-11-09,21,Glasgow,Employed,12.1,33500.0,Near-Prime,692,0,2025-06-06
CUST006934,Tracey,Bennett,1958-08-24,67,Birmingham,Employed,8.2,27900.0,Sub-Prime,662,2,2023-11-24
CUST006935,Glenn,Richardson,1955-11-08,70,Birmingham,Self-Employed,0.5,36600.0,Prime,753,0,2022-02-21
CUST006936,Carole,Ryan,1972-12-28,53,Birmingham,Employed,7.2,64100.0,Near-Prime,687,0,2022-10-14
CUST006937,Clare,Akhtar,1981-04-19,44,Liverpool,Retired,1.4,52100.0,Sub-Prime,587,0,2025-11-25
CUST006938,Nicola,Mellor,1972-03-17,54,Birmingham,Contractor,0.5,54300.0,Near-Prime,694,0,2025-08-17
CUST006939,Chloe,Walsh,1960-11-15,65,Leeds,Employed,1.5,14900.0,Deep Sub-Prime,524,1,2023-03-09
CUST006940,Ann,Robinson,1983-05-13,42,Glasgow,Employed,23.0,41300.0,Deep Sub-Prime,537,0,2025-11-23
CUST006941,Christopher,Powell,1990-12-16,35,Glasgow,Self-Employed,6.5,38900.0,Near-Prime,717,3,2024-05-24
CUST006942,Patricia,Davey,1955-05-23,70,Cardiff,Employed,6.8,21600.0,Prime,751,0,2023-05-21
CUST006943,Benjamin,Pope,1970-11-17,55,Manchester,Self-Employed,2.3,44500.0,Prime,786,0,2023-06-28
CUST006944,Molly,Warren,1995-01-30,31,Edinburgh,Employed,3.1,14500.0,Sub-Prime,611,1,2024-05-04
CUST006945,Raymond,Harrison,1975-04-19,50,Bristol,Employed,0.6,30500.0,Prime,805,0,2022-12-07
CUST006946,Rachael,Wilson,2003-05-30,22,Cardiff,Employed,3.3,26900.0,Deep Sub-Prime,436,0,2023-12-19
CUST006947,Charles,Chambers,2000-11-10,25,Glasgow,Employed,16.4,29500.0,Prime,807,0,2024-02-06
CUST006948,Sheila,Taylor,1965-06-09,60,Manchester,Self-Employed,0.9,15800.0,Deep Sub-Prime,470,2,2022-09-06
CUST006949,Terence,Fuller,1992-02-21,34,Cardiff,Employed,1.8,68800.0,Deep Sub-Prime,464,0,2022-12-12
CUST006950,Naomi,Parker,1976-11-11,49,London,Retired,9.5,11700.0,Prime,781,0,2025-04-14
CUST006951,Anne,Howard,1991-07-03,34,Bristol,Self-Employed,1.1,52700.0,Prime,847,3,2025-07-14
CUST006952,Samantha,Price,1982-06-20,43,London,Employed,9.0,47200.0,Near-Prime,727,0,2024-09-30
CUST006953,Ronald,Price,1975-09-17,50,London,Employed,21.8,28900.0,Near-Prime,720,0,2022-09-16
CUST006954,Carly,Rogers,1990-10-22,35,Leeds,Contractor,13.4,13400.0,Prime,766,0,2022-11-16
CUST006955,Wendy,Pritchard,1993-03-13,33,Leeds,Self-Employed,5.8,16700.0,Prime,806,0,2025-03-09
CUST006956,Kate,Patel,1995-10-26,30,Liverpool,Employed,3.5,40000.0,Sub-Prime,669,1,2023-12-05
CUST006957,David,Lowe,2002-05-12,23,Manchester,Employed,14.9,62500.0,Prime,784,0,2024-04-28
CUST006958,Josh,Sharp,1982-10-08,43,Leeds,Employed,1.4,58800.0,Near-Prime,742,0,2023-10-13
CUST006959,Olivia,Turner,2004-02-03,22,Manchester,Employed,0.5,48300.0,Prime,774,0,2025-03-16
CUST006960,Daniel,Thompson,1981-04-07,44,Edinburgh,Contractor,1.0,20100.0,Near-Prime,686,0,2024-04-27
CUST006961,Rosie,Edwards,1953-11-15,72,Manchester,Employed,8.4,78800.0,Sub-Prime,598,0,2022-06-10
CUST006962,Ronald,Wright,1991-08-18,34,Birmingham,Self-Employed,8.2,47600.0,Near-Prime,690,0,2022-09-15
CUST006963,Martin,Cooke,1965-11-05,60,Leeds,Employed,13.5,54000.0,Near-Prime,739,1,2025-04-21
CUST006964,Frank,Bibi,1973-07-17,52,Cardiff,Employed,9.7,38000.0,Prime,799,1,2023-03-11
CUST006965,Joanna,Allen,1970-10-21,55,London,Self-Employed,4.1,21000.0,Near-Prime,735,1,2022-02-23
CUST006966,Eric,Lord,1992-12-20,33,Sheffield,Employed,5.5,63700.0,Near-Prime,728,0,2022-09-01
CUST006967,Alex,Smith,1976-11-21,49,Cardiff,Employed,2.6,90700.0,Near-Prime,680,0,2022-09-27
CUST006968,Mohammed,Smith,1953-08-16,72,Leeds,Employed,2.7,39200.0,Near-Prime,707,1,2022-04-15
CUST006969,Carl,Barker,1955-12-13,70,Bristol,Employed,2.5,73600.0,Near-Prime,720,0,2025-11-08
CUST006970,Mohamed,Ward,1997-07-17,28,Manchester,Employed,0.9,44200.0,Near-Prime,712,0,2022-04-03
CUST006971,Marian,Young,1960-11-25,65,Glasgow,Contractor,0.2,23100.0,Sub-Prime,585,0,2022-12-18
CUST006972,Glen,Mills,1976-02-26,50,Birmingham,Contractor,9.3,18100.0,Near-Prime,721,0,2025-01-20
CUST006973,Joshua,Wilson,1999-08-26,26,Bristol,Employed,1.9,56400.0,Near-Prime,736,0,2023-09-21
CUST006974,Leanne,Bradley,1992-09-15,33,Birmingham,Employed,1.0,115000.0,Prime,808,0,2025-06-10
CUST006975,Glen,Booth,1991-04-21,34,Birmingham,Employed,3.6,68500.0,Near-Prime,741,0,2022-11-20
CUST006976,Gordon,Mitchell,1995-08-17,30,Sheffield,Retired,0.9,49600.0,Near-Prime,721,0,2023-01-17
CUST006977,Ben,Harris,1966-04-17,59,Birmingham,Employed,10.1,86000.0,Deep Sub-Prime,567,0,2023-01-18
CUST006978,Ben,Wright,1979-12-30,46,Birmingham,Contractor,2.0,57400.0,Near-Prime,728,3,2022-07-25
CUST006979,Shannon,Payne,1953-09-02,72,Leeds,Contractor,4.2,26200.0,Near-Prime,691,1,2024-05-26
CUST006980,Shannon,Watkins,2003-12-26,22,Glasgow,Employed,6.2,80200.0,Deep Sub-Prime,555,0,2022-12-25
CUST006981,Malcolm,Holden,1961-07-05,64,London,Self-Employed,3.4,96100.0,Near-Prime,706,0,2025-05-10
CUST006982,Mathew,Green,1971-07-07,54,Sheffield,Employed,1.6,24600.0,Prime,767,0,2025-09-28
CUST006983,Kevin,Williams,1992-08-18,33,Bristol,Employed,3.8,28600.0,Prime,782,0,2023-06-02
CUST006984,June,Leach,2004-04-22,21,Manchester,Self-Employed,1.5,83700.0,Prime,772,0,2025-11-11
CUST006985,Grace,Richards,1994-10-21,31,Liverpool,Contractor,2.9,21800.0,Prime,766,0,2022-03-29
CUST006986,Gareth,Smith,1961-03-14,65,Leeds,Self-Employed,2.0,44800.0,Deep Sub-Prime,422,0,2024-02-11
CUST006987,Joe,Tucker,1980-07-01,45,Edinburgh,Self-Employed,14.4,32000.0,Near-Prime,687,0,2023-12-16
CUST006988,Joan,Hyde,1974-03-15,52,Bristol,Employed,7.2,44300.0,Near-Prime,696,0,2022-09-06
CUST006989,Stephen,Cooper,1957-08-21,68,Edinburgh,Self-Employed,2.2,22800.0,Near-Prime,730,1,2024-07-13
CUST006990,Jemma,Green,1971-06-06,54,Sheffield,Contractor,1.1,41000.0,Prime,840,0,2022-11-12
CUST006991,Glenn,Johnson,1983-09-03,42,Glasgow,Contractor,4.1,24600.0,Deep Sub-Prime,421,0,2025-05-22
CUST006992,Kate,Daniels,1959-10-31,66,Glasgow,Employed,4.4,25100.0,Deep Sub-Prime,452,0,2023-09-07
CUST006993,Keith,Campbell,1983-07-20,42,Glasgow,Employed,1.8,62700.0,Prime,796,0,2022-06-05
CUST006994,Christine,Barnes,1985-12-13,40,London,Retired,0.0,97000.0,Prime,767,0,2023-09-15
CUST006995,Mary,Davis,1961-11-23,64,London,Contractor,3.7,46500.0,Prime,802,0,2023-03-02
CUST006996,Stanley,Hayes,1985-05-24,40,Sheffield,Employed,0.1,55000.0,Near-Prime,728,0,2025-08-18
CUST006997,Harriet,Bell,1987-10-17,38,Liverpool,Self-Employed,7.7,15700.0,Deep Sub-Prime,528,0,2023-01-27
CUST006998,Timothy,Bartlett,1979-03-31,46,Leeds,Retired,1.4,25700.0,Prime,828,0,2022-08-09
CUST006999,Richard,Ball,2000-11-22,25,London,Employed,4.6,16000.0,Near-Prime,709,0,2023-10-24
CUST007000,Lucy,Mann,1961-05-17,64,Cardiff,Employed,7.0,51700.0,Near-Prime,716,0,2022-12-22
CUST007001,Christopher,Bradshaw,1954-12-23,71,Sheffield,Self-Employed,6.1,33500.0,Prime,846,0,2022-09-03
CUST007002,Stacey,Poole,1998-01-29,28,Liverpool,Employed,4.0,93900.0,Sub-Prime,583,0,2023-05-05
CUST007003,Mathew,Long,1962-07-12,63,Liverpool,Employed,0.2,41200.0,Prime,796,0,2022-09-16
CUST007004,Kenneth,Collins,2001-02-28,25,Edinburgh,Employed,9.4,43600.0,Prime,781,0,2024-12-09
CUST007005,Mohamed,Evans,1968-11-05,57,Edinburgh,Retired,2.5,94900.0,Near-Prime,746,0,2023-05-09
CUST007006,Mathew,Kelly,1959-07-31,66,Cardiff,Self-Employed,3.8,35200.0,Sub-Prime,620,3,2025-04-14
CUST007007,Oliver,Jackson,1962-09-04,63,Cardiff,Contractor,4.0,27400.0,Sub-Prime,612,0,2022-06-13
CUST007008,Frank,King,1973-07-23,52,Bristol,Employed,14.0,29800.0,Near-Prime,695,0,2022-03-18
CUST007009,Angela,Jones,1988-05-21,37,London,Employed,9.6,30500.0,Near-Prime,687,0,2024-07-07
CUST007010,Kim,Davidson,1984-07-19,41,London,Employed,6.5,20600.0,Prime,838,0,2023-12-26
CUST007011,Malcolm,Patel,1994-05-18,31,Sheffield,Employed,1.8,38600.0,Prime,800,0,2025-02-25
CUST007012,Wayne,Gould,1970-04-12,55,London,Contractor,16.4,48900.0,Near-Prime,737,0,2022-05-26
CUST007013,Janice,Smith,1987-04-27,38,Cardiff,Employed,3.4,30100.0,Near-Prime,732,3,2025-06-25
CUST007014,Teresa,Roberts,1970-06-27,55,Liverpool,Employed,4.3,27200.0,Sub-Prime,585,0,2023-05-15
CUST007015,Sheila,James,2000-11-02,25,Edinburgh,Employed,0.9,28900.0,Prime,754,0,2024-07-06
CUST007016,Thomas,Stokes,1965-06-13,60,London,Employed,6.0,19300.0,Sub-Prime,592,0,2024-04-23
CUST007017,Valerie,Thomas,1986-01-19,40,London,Self-Employed,0.8,32600.0,Prime,784,1,2024-02-05
CUST007018,Margaret,Burke,1996-04-28,29,Sheffield,Employed,10.8,60800.0,Near-Prime,742,1,2022-11-05
CUST007019,Damian,Reed,1967-05-25,58,Birmingham,Contractor,8.5,18000.0,Near-Prime,703,0,2024-07-03
CUST007020,Nicole,Sykes,1993-04-18,32,Bristol,Self-Employed,0.8,36000.0,Sub-Prime,582,0,2022-05-29
CUST007021,Marian,Hewitt,1977-07-15,48,Sheffield,Employed,9.9,25900.0,Near-Prime,747,0,2022-09-15
CUST007022,Jade,Edwards,1976-05-02,49,Glasgow,Self-Employed,6.7,74900.0,Prime,775,0,2024-10-30
CUST007023,Ann,White,1972-11-24,53,Cardiff,Self-Employed,2.7,27300.0,Near-Prime,691,3,2025-10-04
CUST007024,Brett,Woods,1988-07-18,37,Leeds,Employed,3.3,32600.0,Deep Sub-Prime,432,0,2025-05-05
CUST007025,Kerry,Hill,1977-08-16,48,Liverpool,Contractor,7.0,53000.0,Deep Sub-Prime,427,0,2025-07-12
CUST007026,Joanna,Thompson,2003-06-15,22,London,Employed,20.1,44500.0,Prime,766,0,2025-04-18
CUST007027,Beth,Williams,1974-12-30,51,Leeds,Employed,8.3,50600.0,Prime,756,0,2025-05-18
CUST007028,Barry,Gibbons,1985-09-10,40,London,Contractor,0.6,15400.0,Sub-Prime,604,0,2022-09-25
CUST007029,Natasha,Phillips,1954-05-27,71,Bristol,Employed,0.9,67700.0,Near-Prime,695,0,2024-01-20
CUST007030,Katy,Jackson,1961-09-15,64,London,Employed,2.6,32400.0,Prime,791,0,2022-09-19
CUST007031,Stewart,Bennett,1977-11-02,48,Cardiff,Employed,0.9,25800.0,Prime,813,0,2025-09-01
CUST007032,Stanley,Pratt,1996-07-26,29,Liverpool,Contractor,4.3,30700.0,Near-Prime,680,0,2022-05-05
CUST007033,Deborah,Thompson,1993-01-10,33,Manchester,Employed,4.2,15100.0,Prime,836,1,2022-09-05
CUST007034,Justin,Taylor,1964-12-03,61,Liverpool,Employed,1.3,26300.0,Sub-Prime,672,0,2022-01-14
CUST007035,Kenneth,Ashton,2004-07-21,21,Cardiff,Self-Employed,4.3,24400.0,Sub-Prime,610,1,2023-07-02
CUST007036,Cheryl,McDonald,2002-10-22,23,London,Self-Employed,2.0,63800.0,Sub-Prime,653,0,2023-09-23
CUST007037,Clifford,Williams,1964-08-10,61,Edinburgh,Self-Employed,2.7,57000.0,Near-Prime,739,1,2024-05-08
CUST007038,Roy,Wright,1981-02-27,45,Cardiff,Employed,1.7,19600.0,Near-Prime,692,0,2023-01-27
CUST007039,Leah,Brown,1965-06-11,60,Leeds,Contractor,11.9,36300.0,Prime,768,0,2025-08-15
CUST007040,Ben,Smith,1964-09-17,61,London,Employed,1.3,27600.0,Sub-Prime,583,0,2023-03-01
CUST007041,Gerard,Pearce,1959-02-10,67,Sheffield,Contractor,10.8,26800.0,Prime,813,1,2022-09-29
CUST007042,Mark,Greenwood,1993-08-07,32,Manchester,Employed,2.8,39300.0,Prime,840,0,2024-07-29
CUST007043,Abbie,Fletcher,2000-12-16,25,Glasgow,Employed,38.2,33400.0,Prime,754,0,2022-09-22
CUST007044,Louise,Thomas,2000-05-18,25,Bristol,Self-Employed,1.3,61400.0,Near-Prime,703,0,2023-09-29
CUST007045,David,Smith,1980-04-17,45,Liverpool,Retired,0.2,27300.0,Deep Sub-Prime,550,3,2025-07-14
CUST007046,Lee,Robson,1976-06-30,49,Sheffield,Employed,6.0,38100.0,Near-Prime,692,0,2023-07-16
CUST007047,Gordon,Gallagher,1982-06-17,43,Edinburgh,Employed,0.0,32800.0,Near-Prime,702,0,2024-01-12
CUST007048,Eileen,Thomas,1972-07-28,53,Sheffield,Employed,9.7,26600.0,Prime,843,1,2025-01-19
CUST007049,Jayne,Tucker,1968-12-08,57,Edinburgh,Employed,0.7,68100.0,Near-Prime,740,0,2025-02-19
CUST007050,Graham,Allen,2004-11-29,21,Cardiff,Employed,0.5,31600.0,Near-Prime,682,1,2023-01-17
CUST007051,Marc,Powell,1978-05-28,47,London,Employed,6.4,30500.0,Prime,826,0,2022-10-03
CUST007052,Shaun,Jordan,1962-04-30,63,Cardiff,Employed,0.6,24600.0,Prime,828,0,2023-12-22
CUST007053,Nicholas,Giles,1959-07-20,66,Edinburgh,Employed,7.7,51200.0,Deep Sub-Prime,518,0,2022-12-12
CUST007054,Christopher,Booth,1979-03-12,47,London,Self-Employed,8.2,22000.0,Prime,824,1,2023-10-15
CUST007055,Debra,Wilkins,1954-08-16,71,Cardiff,Employed,8.5,21900.0,Near-Prime,716,3,2024-01-25
CUST007056,Ian,Potter,1998-01-10,28,London,Employed,1.1,23200.0,Deep Sub-Prime,430,0,2023-03-13
CUST007057,Jamie,Bennett,1980-05-30,45,Cardiff,Employed,13.4,28800.0,Near-Prime,734,1,2025-03-08
CUST007058,William,Jones,1981-08-15,44,Glasgow,Employed,1.8,30200.0,Sub-Prime,590,0,2023-11-09
CUST007059,Deborah,White,1962-01-04,64,Liverpool,Employed,4.9,32600.0,Near-Prime,688,0,2025-01-05
CUST007060,Owen,Boyle,1988-12-13,37,Glasgow,Employed,0.9,40900.0,Prime,827,1,2024-06-08
CUST007061,Julian,Hall,1975-05-01,50,Manchester,Employed,3.2,51700.0,Prime,780,0,2022-11-07
CUST007062,Mary,Green,1971-08-24,54,Leeds,Self-Employed,3.4,32300.0,Near-Prime,683,0,2025-07-07
CUST007063,Katy,Lane,1982-02-20,44,Edinburgh,Employed,3.4,76700.0,Prime,832,0,2022-12-13
CUST007064,Jamie,Martin,1998-12-29,27,Leeds,Employed,5.7,32300.0,Near-Prime,720,0,2025-09-09
CUST007065,Victoria,Clark,1966-08-31,59,Bristol,Employed,4.2,34000.0,Prime,779,0,2024-09-25
CUST007066,Garry,Bird,1995-03-07,31,Bristol,Self-Employed,1.2,48000.0,Prime,770,0,2022-05-25
CUST007067,Clifford,Khan,1982-10-18,43,Liverpool,Self-Employed,14.0,31700.0,Deep Sub-Prime,506,0,2022-11-07
CUST007068,Nigel,McCarthy,2001-11-10,24,Bristol,Contractor,7.3,63400.0,Prime,766,0,2023-03-05
CUST007069,Connor,Austin,1972-10-02,53,Leeds,Self-Employed,5.0,23900.0,Near-Prime,688,0,2022-11-02
CUST007070,Antony,Hall,1984-06-18,41,Glasgow,Self-Employed,10.2,47800.0,Near-Prime,717,0,2024-10-19
CUST007071,Zoe,Evans,1979-08-09,46,Sheffield,Employed,0.4,23700.0,Prime,790,0,2023-10-15
CUST007072,Ryan,Oliver,2004-05-09,21,Manchester,Employed,1.4,13300.0,Prime,801,0,2024-12-11
CUST007073,Tony,Butler,1967-05-12,58,Manchester,Retired,0.4,44800.0,Prime,843,0,2022-10-07
CUST007074,Jordan,Little,1995-08-14,30,Liverpool,Employed,16.0,56000.0,Deep Sub-Prime,450,0,2025-09-29
CUST007075,Brian,Jones,1982-05-05,43,Bristol,Employed,0.1,42000.0,Prime,846,0,2025-08-26
CUST007076,Oliver,Lewis,1976-04-29,49,Edinburgh,Employed,0.2,45800.0,Sub-Prime,655,0,2023-11-17
CUST007077,Nicholas,Lee,1954-07-10,71,Manchester,Employed,2.3,48400.0,Deep Sub-Prime,448,0,2024-02-08
CUST007078,Amber,Armstrong,1995-05-08,30,Manchester,Employed,5.0,42900.0,Sub-Prime,588,0,2022-09-25
CUST007079,Amelia,Akhtar,1973-07-30,52,Birmingham,Self-Employed,2.6,57600.0,Near-Prime,704,0,2025-10-02
CUST007080,Mitchell,Moore,1964-08-28,61,Birmingham,Employed,4.3,135600.0,Sub-Prime,591,0,2023-11-23
CUST007081,Vincent,Vaughan,1974-02-10,52,Manchester,Employed,1.6,30300.0,Near-Prime,724,0,2022-05-01
CUST007082,Leslie,Lloyd,1986-12-11,39,Sheffield,Employed,6.8,57700.0,Near-Prime,733,0,2023-06-21
CUST007083,Albert,Coles,1982-04-30,43,Leeds,Self-Employed,1.7,55400.0,Sub-Prime,591,1,2024-02-18
CUST007084,Marion,Smith,1979-08-18,46,Manchester,Employed,1.6,26900.0,Near-Prime,741,0,2024-06-04
CUST007085,Mark,O'Brien,2004-12-14,21,Bristol,Contractor,0.0,18100.0,Prime,775,0,2025-09-19
CUST007086,Paula,Charlton,1973-02-22,53,Glasgow,Employed,1.3,29700.0,Prime,801,0,2022-12-17
CUST007087,Ashley,Fletcher,1978-12-07,47,Birmingham,Retired,3.2,55900.0,Near-Prime,748,0,2024-06-01
CUST007088,Leonard,Holmes,1955-12-31,70,Leeds,Self-Employed,1.1,43200.0,Sub-Prime,664,2,2022-09-26
CUST007089,Georgia,Williams,1966-08-22,59,Leeds,Employed,15.7,30000.0,Prime,827,0,2025-01-01
CUST007090,Philip,Riley,1971-04-17,54,Manchester,Self-Employed,1.0,42300.0,Near-Prime,709,1,2022-01-05
CUST007091,Declan,Wilson,1993-09-16,32,Liverpool,Contractor,10.8,52200.0,Near-Prime,732,2,2025-09-20
CUST007092,Kayleigh,Young,1976-02-15,50,Sheffield,Employed,4.4,45500.0,Near-Prime,723,0,2024-01-19
CUST007093,Max,Coleman,2003-08-31,22,Liverpool,Employed,2.9,29600.0,Deep Sub-Prime,534,0,2023-08-31
CUST007094,Ricky,Henry,2002-08-03,23,Cardiff,Contractor,8.3,55800.0,Prime,768,0,2025-04-27
CUST007095,Mandy,Brown,1993-04-28,32,Edinburgh,Employed,1.0,13800.0,Prime,760,0,2025-05-24
CUST007096,Kimberley,Porter,1955-05-22,70,Birmingham,Employed,2.5,70800.0,Prime,847,0,2024-01-11
CUST007097,Martin,Smith,1989-06-28,36,Manchester,Employed,8.3,32700.0,Near-Prime,725,0,2023-10-26
CUST007098,Stewart,Jones,1956-07-28,69,Sheffield,Retired,0.7,31000.0,Prime,823,0,2024-10-02
CUST007099,Victoria,Pratt,1996-05-24,29,Edinburgh,Employed,3.1,47100.0,Prime,807,0,2023-04-02
CUST007100,Caroline,Lowe,1968-04-17,57,Edinburgh,Employed,1.3,30200.0,Near-Prime,690,0,2025-11-09
CUST007101,Marcus,White,1988-09-26,37,Bristol,Employed,17.9,93100.0,Prime,844,0,2023-12-11
CUST007102,Hannah,Wood,1956-08-30,69,Edinburgh,Employed,4.9,41200.0,Deep Sub-Prime,523,1,2022-05-08
CUST007103,Alison,Watts,1990-01-28,36,London,Employed,0.6,45700.0,Prime,824,0,2025-08-22
CUST007104,Elizabeth,Smith,1977-02-02,49,Manchester,Employed,2.6,12900.0,Prime,790,0,2023-10-06
CUST007105,Wayne,Davies,1984-12-24,41,Glasgow,Self-Employed,1.2,44800.0,Deep Sub-Prime,445,0,2023-08-26
CUST007106,Donald,Ahmed,2004-07-22,21,Liverpool,Employed,3.8,16700.0,Prime,784,0,2025-12-07
CUST007107,Laura,Slater,1957-09-29,68,Edinburgh,Self-Employed,0.9,46300.0,Prime,784,0,2025-10-02
CUST007108,Nicholas,Reynolds,2000-05-27,25,Birmingham,Employed,1.6,40100.0,Prime,763,0,2025-06-22
CUST007109,Tina,Bradshaw,1988-05-24,37,Birmingham,Employed,3.0,15900.0,Prime,847,0,2025-12-28
CUST007110,Kieran,Price,1957-03-31,68,Cardiff,Employed,4.0,121700.0,Deep Sub-Prime,472,0,2025-12-07
CUST007111,Mohammed,Mellor,2000-07-10,25,Edinburgh,Employed,7.9,34400.0,Near-Prime,718,0,2022-06-20
CUST007112,Georgia,Brookes,1953-12-06,72,Edinburgh,Retired,6.8,27100.0,Prime,813,0,2022-03-05
CUST007113,Sandra,Brooks,2000-08-22,25,Liverpool,Employed,0.1,22300.0,Prime,778,0,2025-07-25
CUST007114,Emma,Brown,1991-06-06,34,Manchester,Employed,0.1,53700.0,Prime,791,2,2023-01-02
CUST007115,Victoria,Mitchell,1977-11-25,48,Cardiff,Employed,5.9,70700.0,Deep Sub-Prime,506,2,2023-10-28
CUST007116,Tom,Sutton,1955-06-10,70,Edinburgh,Contractor,0.4,22000.0,Prime,795,1,2022-12-21
CUST007117,Louis,Williams,2001-03-18,24,Liverpool,Self-Employed,2.3,91600.0,Near-Prime,746,0,2025-11-22
CUST007118,Jenna,Bond,1982-01-31,44,Cardiff,Contractor,1.8,27300.0,Sub-Prime,655,0,2022-11-25
